PassengerId,Survived
993,0.13261852960791803
994,0.09516541484797587
995,0.07968822627013154
996,0.5244558124841125
997,0.11306156560065646
998,0.09618186082329723
999,0.0920194721385461
1000,0.05367859939851383
1001,0.28025639062196617
1002,0.12129996966998406
1003,0.7111606012296969
1004,0.9811175108106864
1005,0.6897547248587893
1006,0.9423457671999177
1007,0.19262305489471127
1008,0.07343762138866304
1009,0.7771371050260867
1010,0.5406223774119091
1011,0.8294571088644457
1012,0.8687198764848744
1013,0.11894969380686057
1014,0.9766385726275039
1015,0.06881888743417042
1016,0.1323590396563159
1017,0.44901237125100973
1018,0.07110416542935774
1019,0.6169199270716331
1020,0.05427426996849564
1021,0.13497426230940726
1022,0.13099117930337623
1023,0.472194970618715
1024,0.26209019749863377
1025,0.06962371959558175
1026,0.09412783380903028
1027,0.06598458090753087
1028,0.07633014729065073
1029,0.10096885598881086
1030,0.4858585995963401
1031,0.047719727581881144
1032,0.04511767156119161
1033,0.9665394138025322
1034,0.24745178283049393
1035,0.17167051545552836
1036,0.45896088026829696
1037,0.0533190179056489
1038,0.22210681768947066
1039,0.07036956804071974
1040,0.15231605450074898
1041,0.18082912560304196
1042,0.9747596614080127
1043,0.12284259545061567
1044,0.023486781974835634
1045,0.47622240183913095
1046,0.18954078424340304
1047,0.06503766078384675
1048,0.9683496097285006
1049,0.3401799105049916
1050,0.4681475575000913
1051,0.566815216309438
1052,0.7221946004697108
1053,0.5377259758064151
1054,0.7502492040402283
1055,0.03432036148301414
1056,0.06681590459889658
1057,0.38779341854150806
1058,0.34484261132251565
1059,0.09756370545514834
1060,0.9654013719734859
1061,0.36611888737069587
1062,0.03657603569676596
1063,0.09782713400264335
1064,0.12005115563242313
1065,0.045721752472463635
1066,0.08382231608341219
1067,0.9308691149419037
1068,0.9124859812474049
1069,0.546538466281402
1070,0.9282020785498357
1071,0.9487440044911465
1072,0.10757223154374564
1073,0.4652438679412212
1074,0.9475403639315882
1075,0.08699324538605513
1076,0.9618521011094765
1077,0.07797479684817062
1078,0.9077766728786117
1079,0.058063465024601
1080,0.027028651613165658
1081,0.07313749247397383
1082,0.1521943579627942
1083,0.1641735341692123
1084,0.22343678914490708
1085,0.031047271305137108
1086,0.6488139893510406
1087,0.05904952952799006
1088,0.7985045156056866
1089,0.5199202520343883
1090,0.06545019222964736
1091,0.5250796356814472
1092,0.694091429231122
1093,0.5219470708281085
1094,0.6224372021259374
1095,0.9199685183864654
1096,0.08585972828668592
1097,0.24659377153237136
1098,0.35665155627410783
1099,0.08256870784181564
1100,0.9597437914902965
1101,0.11082347700591043
1102,0.10904717401057451
1103,0.038956080910973426
1104,0.1306441943790827
1105,0.6778364812359995
1106,0.35387638414591915
1107,0.4564000742903817
1108,0.6809292759457082
1109,0.2708407495410211
1110,0.9555090709562977
1111,0.053129845315880976
1112,0.8621149458422729
1113,0.12074330207692408
1114,0.9394981442249466
1115,0.07314246149118933
1116,0.9347348998859981
1117,0.48554083365308326
1118,0.07705290765091526
1119,0.6906836284511553
1120,0.06427907198984548
1121,0.0595816208154724
1122,0.22401819823428132
1123,0.9517670245392365
1124,0.06931470514916367
1125,0.06377038354590062
1126,0.5716176617694404
1127,0.11317994564965421
1128,0.3109485142988911
1129,0.09223502471512357
1130,0.8763242706905696
1131,0.9561314027947561
1132,0.9312157734839686
1133,0.8442214810197319
1134,0.3617327883341541
1135,0.05287773459904864
1136,0.2145607329439335
1137,0.3779020151873475
1138,0.8126642794256843
1139,0.13235818898673946
1140,0.8423590205184862
1141,0.632779093887093
1142,0.9106117835516735
1143,0.07266009341591315
1144,0.37695720252861115
1145,0.08776781414384012
1146,0.08004024509623348
1147,0.0583319512135634
1148,0.09336437337806465
1149,0.14248431102284775
1150,0.7852237408500073
1151,0.05755477564315109
1152,0.06290167366074378
1153,0.06668354900354938
1154,0.910315731836039
1155,0.5841444257010369
1156,0.21616041812575068
1157,0.054559002747207416
1158,0.037851106526278024
1159,0.036993094164783774
1160,0.3458424882442641
1161,0.13460526304075268
1162,0.5073671635839447
1163,0.11105174638690186
1164,0.9583020327469823
1165,0.6094714317432719
1166,0.06683159847563286
1167,0.8519533101195012
1168,0.07907053865278647
1169,0.08850429076217933
1170,0.12788402377428223
1171,0.09231923315158606
1172,0.33849152216818834
1173,0.6380221683446909
1174,0.6635725011399801
1175,0.4867457066873133
1176,0.5162284878344899
1177,0.03939347438666122
1178,0.035461221301131586
1179,0.35352082889208297
1180,0.15353581644194003
1181,0.04376260685712491
1182,0.16222153098269018
1183,0.6080654506303094
1184,0.06720092899984907
1185,0.30373692274548286
1186,0.06048462309363677
1187,0.07985029928985624
1188,0.9596024009944786
1189,0.12684507692671826
1190,0.4179994627057487
1191,0.11150301727623653
1192,0.07392370857362501
1193,0.3409156564257381
1194,0.12519371502944668
1195,0.08932562231165395
1196,0.610120034265282
1197,0.9063998777933375
1198,0.5338718598189601
1199,0.5254872432570461
1200,0.1866348402325134
1201,0.19986484046538605
1202,0.08549252288405981
1203,0.09530211036257143
1204,0.03913833437977066
1205,0.5108858085132584
1206,0.9814556001151227
1207,0.6840862735203646
1208,0.2947271241738224
1209,0.06694295990117836
1210,0.08292543452396021
1211,0.14555140240753772
1212,0.08014072682951517
1213,0.3828482882953807
1214,0.24342025463149777
1215,0.46833559117161205
1216,0.9700908873981405
1217,0.053397986698743606
1218,0.9277963615300593
1219,0.36749933192971845
1220,0.17519035541411143
1221,0.07215297710675926
1222,0.875941600216943
1223,0.33572291956792716
1224,0.06837169882190604
1225,0.4578269646955275
1226,0.0888233478812065
1227,0.41997041935360213
1228,0.09758802418285606
1229,0.08174111773225949
1230,0.17450663380048376
1231,0.05500880201116278
1232,0.09268089394032598
1233,0.07066035244167379
1234,0.22269706768110129
1235,0.9703525005300757
1236,0.28347548833849534
1237,0.46773370281720955
1238,0.10561724688584519
1239,0.4879214569767393
1240,0.10957066504244298
1241,0.8540325091388722
1242,0.9640354917479083
1243,0.06495632340845064
1244,0.1276405394250798
1245,0.15886520295299306
1246,0.4102258881250981
1247,0.4345353157154046
1248,0.9254544765595988
1249,0.05006107095847451
1250,0.08024868358830825
1251,0.286285602714834
1252,0.03716858481610715
1253,0.9275109182320457
1254,0.8276104402218233
1255,0.160848851513653
1256,0.9789803262827322
1257,0.14868680544480506
1258,0.1221166152749674
1259,0.411715366201114
1260,0.9658818759022044
1261,0.212602924795778
1262,0.08750848177839331
1263,0.9830061409981138
1264,0.069129702609883
1265,0.05557982422604337
1266,0.946631244714265
1267,0.9813398828735368
1268,0.26047133055976507
1269,0.08283558271946255
1270,0.2662494388361972
1271,0.33553842643034637
1272,0.08023818282519825
1273,0.14367340882237337
1274,0.3932286931665516
1275,0.27972581704242994
1276,0.1487471906377413
1277,0.9008307118871395
1278,0.06081005627540713
1279,0.0306689772771223
1280,0.11686590436904251
1281,0.16001087708217201
1282,0.34269058228255433
1283,0.9731606474710145
1284,0.2706900813971364
1285,0.05568514581339191
1286,0.05814593325906245
1287,0.9756324027496142
1288,0.11702900462352157
1289,0.968190690437529
1290,0.06250959666642977
1291,0.10883845583183072
1292,0.9726483802579682
1293,0.11146005027825452
1294,0.9777062863869916
1295,0.3138043128687224
1296,0.49819031921562185
1297,0.2523704784426258
1298,0.10865444610467032
1299,0.33845331779252813
1300,0.7035930276483557
1301,0.7496725026178842
1302,0.7280788265559286
1303,0.9493730922678217
1304,0.3210365645806071
1305,0.05307804527295127
1306,0.9904082810222136
1307,0.05386564850556699
1308,0.06757215318661283
1309,0.4929047288107312
